ID,Name,Mark
83119,Student_83119,4.28
83120,Student_83120,9.65
83121,Student_83121,6.61
83122,Student_83122,8.86
83123,Student_83123,1.09
83124,Student_83124,5.63
83125,Student_83125,2.51
83126,Student_83126,6.72
83127,Student_83127,6.51
83128,Student_83128,1.15
83129,Student_83129,6.62
83130,Student_83130,4.14
83131,Student_83131,8.37
83132,Student_83132,1.57
83133,Student_83133,4.20
83134,Student_83134,4.77
83135,Student_83135,9.78
83136,Student_83136,4.43
83137,Student_83137,5.51
83138,Student_83138,9.94
83139,Student_83139,3.44
83140,Student_83140,0.12
83141,Student_83141,6.11
83142,Student_83142,0.34
83143,Student_83143,1.08
83144,Student_83144,9.06
83145,Student_83145,4.03
83146,Student_83146,9.84
83147,Student_83147,0.52
83148,Student_83148,0.20
83149,Student_83149,9.61
83150,Student_83150,5.55
83151,Student_83151,4.65
83152,Student_83152,6.82
83153,Student_83153,0.63
83154,Student_83154,8.62
83155,Student_83155,2.40
83156,Student_83156,5.07
83157,Student_83157,3.25
83158,Student_83158,7.46
83159,Student_83159,2.30
83160,Student_83160,3.23
83161,Student_83161,3.86
83162,Student_83162,3.48
83163,Student_83163,2.82
83164,Student_83164,0.91
83165,Student_83165,6.60
83166,Student_83166,8.82
83167,Student_83167,1.36
83168,Student_83168,5.10
83169,Student_83169,3.60
83170,Student_83170,6.23
83171,Student_83171,9.35
83172,Student_83172,9.78
83173,Student_83173,7.03
83174,Student_83174,5.03
83175,Student_83175,5.29
83176,Student_83176,9.23
83177,Student_83177,3.50
83178,Student_83178,0.82
83179,Student_83179,0.60
83180,Student_83180,6.82
83181,Student_83181,7.40
83182,Student_83182,3.10
83183,Student_83183,5.46
83184,Student_83184,6.37
83185,Student_83185,2.96
83186,Student_83186,8.78
83187,Student_83187,8.46
83188,Student_83188,6.46
83189,Student_83189,8.45
83190,Student_83190,3.57
83191,Student_83191,6.48
83192,Student_83192,8.09
83193,Student_83193,4.29
83194,Student_83194,9.89
83195,Student_83195,9.54
83196,Student_83196,6.42
83197,Student_83197,2.24
83198,Student_83198,3.13
83199,Student_83199,1.57
83200,Student_83200,1.44
83201,Student_83201,2.04
83202,Student_83202,6.42
83203,Student_83203,7.19
83204,Student_83204,1.64
83205,Student_83205,4.29
83206,Student_83206,3.76
83207,Student_83207,8.91
83208,Student_83208,7.98
83209,Student_83209,4.64
83210,Student_83210,7.31
83211,Student_83211,9.74
83212,Student_83212,2.45
83213,Student_83213,0.84
83214,Student_83214,4.11
83215,Student_83215,4.79
83216,Student_83216,8.83
83217,Student_83217,5.26
83218,Student_83218,2.79
83219,Student_83219,8.45
83220,Student_83220,2.47
83221,Student_83221,3.93
83222,Student_83222,0.28
83223,Student_83223,4.33
83224,Student_83224,7.58
83225,Student_83225,7.76
83226,Student_83226,0.93
83227,Student_83227,3.34
83228,Student_83228,2.30
83229,Student_83229,1.75
83230,Student_83230,5.98
83231,Student_83231,6.10
83232,Student_83232,5.94
83233,Student_83233,5.82
83234,Student_83234,5.19
83235,Student_83235,3.86
83236,Student_83236,4.28
83237,Student_83237,3.65
83238,Student_83238,6.60
83239,Student_83239,2.37
83240,Student_83240,5.21
83241,Student_83241,8.12
83242,Student_83242,5.81
83243,Student_83243,6.36
83244,Student_83244,2.26
83245,Student_83245,9.30
83246,Student_83246,7.87
83247,Student_83247,3.31
83248,Student_83248,7.98
83249,Student_83249,0.05
83250,Student_83250,8.80
83251,Student_83251,9.98
83252,Student_83252,7.78
83253,Student_83253,9.33
83254,Student_83254,7.27
83255,Student_83255,9.09
83256,Student_83256,0.70
83257,Student_83257,3.14
83258,Student_83258,3.13
83259,Student_83259,7.96
83260,Student_83260,0.56
83261,Student_83261,0.39
83262,Student_83262,5.54
83263,Student_83263,1.10
83264,Student_83264,7.44
83265,Student_83265,6.27
83266,Student_83266,0.79
83267,Student_83267,1.96
83268,Student_83268,7.25
83269,Student_83269,1.00
83270,Student_83270,6.71
83271,Student_83271,0.12
83272,Student_83272,9.00
83273,Student_83273,9.34
83274,Student_83274,4.16
83275,Student_83275,2.69
83276,Student_83276,6.53
83277,Student_83277,5.86
83278,Student_83278,6.81
83279,Student_83279,6.58
83280,Student_83280,9.92
83281,Student_83281,8.54
83282,Student_83282,2.74
83283,Student_83283,1.51
83284,Student_83284,3.18
83285,Student_83285,5.31
83286,Student_83286,5.87
83287,Student_83287,5.86
83288,Student_83288,7.57
83289,Student_83289,4.41
83290,Student_83290,3.75
83291,Student_83291,4.04
83292,Student_83292,5.81
83293,Student_83293,3.61
83294,Student_83294,2.90
83295,Student_83295,9.13
83296,Student_83296,4.04
83297,Student_83297,8.17
83298,Student_83298,2.04
83299,Student_83299,8.63
83300,Student_83300,5.62
83301,Student_83301,4.27
83302,Student_83302,0.67
83303,Student_83303,8.78
83304,Student_83304,1.51
83305,Student_83305,9.45
83306,Student_83306,0.50
83307,Student_83307,9.80
83308,Student_83308,3.95
83309,Student_83309,3.28
83310,Student_83310,5.69
83311,Student_83311,5.79
83312,Student_83312,6.09
83313,Student_83313,8.31
83314,Student_83314,5.70
83315,Student_83315,8.94
83316,Student_83316,6.79
83317,Student_83317,1.37
83318,Student_83318,8.80
83319,Student_83319,5.32
83320,Student_83320,3.52
83321,Student_83321,7.90
83322,Student_83322,3.13
83323,Student_83323,2.51
83324,Student_83324,3.35
83325,Student_83325,4.60
83326,Student_83326,3.69
83327,Student_83327,5.99
83328,Student_83328,2.45
83329,Student_83329,9.45
83330,Student_83330,2.30
83331,Student_83331,1.09
83332,Student_83332,4.10
83333,Student_83333,8.44
83334,Student_83334,3.67
83335,Student_83335,7.57
83336,Student_83336,7.58
83337,Student_83337,0.21
83338,Student_83338,5.18
83339,Student_83339,0.58
83340,Student_83340,0.79
83341,Student_83341,4.33
83342,Student_83342,1.94
83343,Student_83343,1.97
83344,Student_83344,5.17
83345,Student_83345,6.22
83346,Student_83346,0.52
83347,Student_83347,1.20
83348,Student_83348,7.29
83349,Student_83349,9.33
83350,Student_83350,7.11
83351,Student_83351,2.07
83352,Student_83352,8.47
83353,Student_83353,5.99
83354,Student_83354,2.52
83355,Student_83355,8.29
83356,Student_83356,5.62
83357,Student_83357,8.73
83358,Student_83358,3.39
83359,Student_83359,3.58
83360,Student_83360,8.80
83361,Student_83361,8.38
83362,Student_83362,4.98
83363,Student_83363,3.62
83364,Student_83364,5.67
83365,Student_83365,8.77
83366,Student_83366,4.60
83367,Student_83367,5.92
83368,Student_83368,1.07
83369,Student_83369,7.61
83370,Student_83370,0.81
83371,Student_83371,5.39
83372,Student_83372,0.84
83373,Student_83373,1.60
83374,Student_83374,2.15
83375,Student_83375,8.78
83376,Student_83376,8.99
83377,Student_83377,1.21
83378,Student_83378,2.67
83379,Student_83379,0.05
83380,Student_83380,4.27
83381,Student_83381,7.50
83382,Student_83382,9.64
83383,Student_83383,2.72
83384,Student_83384,6.44
83385,Student_83385,1.94
83386,Student_83386,2.44
83387,Student_83387,9.31
83388,Student_83388,1.97
83389,Student_83389,9.87
83390,Student_83390,1.19
83391,Student_83391,3.72
83392,Student_83392,5.82
83393,Student_83393,3.34
83394,Student_83394,5.98
83395,Student_83395,1.32
83396,Student_83396,9.84
83397,Student_83397,7.10
83398,Student_83398,6.06
83399,Student_83399,3.30
83400,Student_83400,3.82
83401,Student_83401,9.29
83402,Student_83402,5.13
83403,Student_83403,5.76
83404,Student_83404,1.22
83405,Student_83405,1.62
83406,Student_83406,9.66
83407,Student_83407,8.58
83408,Student_83408,7.37
83409,Student_83409,2.22
83410,Student_83410,0.38
83411,Student_83411,8.88
83412,Student_83412,0.58
83413,Student_83413,0.47
83414,Student_83414,9.81
83415,Student_83415,8.81
83416,Student_83416,0.28
83417,Student_83417,1.13
83418,Student_83418,6.50
83419,Student_83419,5.93
83420,Student_83420,6.67
83421,Student_83421,3.68
83422,Student_83422,7.61
83423,Student_83423,7.96
83424,Student_83424,1.58
83425,Student_83425,0.13
83426,Student_83426,7.83
83427,Student_83427,5.30
83428,Student_83428,5.43
83429,Student_83429,6.45
83430,Student_83430,4.18
83431,Student_83431,6.31
83432,Student_83432,2.39
83433,Student_83433,0.75
83434,Student_83434,2.06
83435,Student_83435,0.77
83436,Student_83436,8.96
83437,Student_83437,8.53
83438,Student_83438,8.29
83439,Student_83439,7.21
83440,Student_83440,6.87
83441,Student_83441,6.14
83442,Student_83442,9.03
83443,Student_83443,5.70
83444,Student_83444,1.85
83445,Student_83445,9.63
83446,Student_83446,4.79
83447,Student_83447,9.27
83448,Student_83448,6.57
83449,Student_83449,3.48
83450,Student_83450,5.78
83451,Student_83451,5.72
83452,Student_83452,0.35
83453,Student_83453,2.80
83454,Student_83454,0.63
83455,Student_83455,8.35
83456,Student_83456,4.57
83457,Student_83457,1.76
83458,Student_83458,0.51
83459,Student_83459,4.62
83460,Student_83460,2.98
83461,Student_83461,8.66
83462,Student_83462,3.41
83463,Student_83463,8.01
83464,Student_83464,7.43
83465,Student_83465,5.37
83466,Student_83466,5.66
83467,Student_83467,1.40
83468,Student_83468,3.46
83469,Student_83469,2.02
83470,Student_83470,7.23
83471,Student_83471,2.04
83472,Student_83472,8.55
83473,Student_83473,0.75
83474,Student_83474,4.76
83475,Student_83475,5.15
83476,Student_83476,8.00
83477,Student_83477,9.26
83478,Student_83478,2.03
83479,Student_83479,7.79
83480,Student_83480,5.80
83481,Student_83481,2.28
83482,Student_83482,8.66
83483,Student_83483,8.53
83484,Student_83484,9.70
83485,Student_83485,8.90
83486,Student_83486,5.49
83487,Student_83487,4.19
83488,Student_83488,0.30
83489,Student_83489,5.84
83490,Student_83490,4.19
83491,Student_83491,9.75
83492,Student_83492,1.68
83493,Student_83493,0.22
83494,Student_83494,1.08
83495,Student_83495,4.39
83496,Student_83496,0.78
83497,Student_83497,3.15
83498,Student_83498,2.12
83499,Student_83499,7.67
83500,Student_83500,9.68
83501,Student_83501,4.80
83502,Student_83502,2.02
83503,Student_83503,8.66
83504,Student_83504,9.62
83505,Student_83505,7.78
83506,Student_83506,2.42
83507,Student_83507,4.70
83508,Student_83508,1.86
83509,Student_83509,3.41
83510,Student_83510,8.26
83511,Student_83511,9.80
83512,Student_83512,2.58
83513,Student_83513,4.22
83514,Student_83514,1.26
83515,Student_83515,6.99
83516,Student_83516,0.50
83517,Student_83517,6.72
83518,Student_83518,3.17
83519,Student_83519,9.76
83520,Student_83520,4.31
83521,Student_83521,4.51
83522,Student_83522,8.55
83523,Student_83523,2.61
83524,Student_83524,5.89
83525,Student_83525,1.37
83526,Student_83526,6.98
83527,Student_83527,3.16
83528,Student_83528,5.25
83529,Student_83529,3.32
83530,Student_83530,4.78
83531,Student_83531,3.67
83532,Student_83532,7.29
83533,Student_83533,4.43
83534,Student_83534,6.70
83535,Student_83535,0.89
83536,Student_83536,4.04
83537,Student_83537,0.93
83538,Student_83538,2.73
83539,Student_83539,9.85
83540,Student_83540,9.82
83541,Student_83541,8.32
83542,Student_83542,5.77
83543,Student_83543,4.23
83544,Student_83544,1.26
83545,Student_83545,5.71
83546,Student_83546,3.23
83547,Student_83547,7.26
83548,Student_83548,8.97
83549,Student_83549,5.00
83550,Student_83550,2.45
83551,Student_83551,8.03
83552,Student_83552,6.63
83553,Student_83553,1.87
83554,Student_83554,4.01
83555,Student_83555,8.32
83556,Student_83556,6.23
83557,Student_83557,3.19
83558,Student_83558,2.70
83559,Student_83559,9.75
83560,Student_83560,2.08
83561,Student_83561,5.71
83562,Student_83562,7.10
83563,Student_83563,5.39
83564,Student_83564,0.47
83565,Student_83565,4.56
83566,Student_83566,2.07
83567,Student_83567,9.44
83568,Student_83568,7.12
83569,Student_83569,3.97
83570,Student_83570,3.63
83571,Student_83571,3.54
83572,Student_83572,9.61
83573,Student_83573,5.56
83574,Student_83574,1.13
83575,Student_83575,4.95
83576,Student_83576,1.53
83577,Student_83577,0.58
83578,Student_83578,4.23
83579,Student_83579,5.27
83580,Student_83580,6.43
83581,Student_83581,9.28
83582,Student_83582,0.62
83583,Student_83583,5.35
83584,Student_83584,2.69
83585,Student_83585,3.96
83586,Student_83586,9.62
83587,Student_83587,3.41
83588,Student_83588,0.22
83589,Student_83589,8.00
83590,Student_83590,5.92
83591,Student_83591,5.47
83592,Student_83592,1.15
83593,Student_83593,5.89
83594,Student_83594,8.72
83595,Student_83595,6.46
83596,Student_83596,3.66
83597,Student_83597,0.60
83598,Student_83598,5.11
83599,Student_83599,3.89
83600,Student_83600,8.97
83601,Student_83601,3.91
83602,Student_83602,1.04
83603,Student_83603,4.57
83604,Student_83604,0.12
83605,Student_83605,0.85
83606,Student_83606,1.30
83607,Student_83607,7.01
83608,Student_83608,9.40
83609,Student_83609,3.91
83610,Student_83610,5.75
83611,Student_83611,3.18
83612,Student_83612,2.32
83613,Student_83613,1.66
83614,Student_83614,7.83
83615,Student_83615,2.10
83616,Student_83616,5.66
83617,Student_83617,6.29
83618,Student_83618,2.73
83619,Student_83619,5.77
83620,Student_83620,7.55
83621,Student_83621,7.85
83622,Student_83622,4.58
83623,Student_83623,2.99
83624,Student_83624,8.84
83625,Student_83625,9.10
83626,Student_83626,9.48
83627,Student_83627,6.71
83628,Student_83628,8.11
83629,Student_83629,4.83
83630,Student_83630,4.48
83631,Student_83631,3.24
83632,Student_83632,2.01
83633,Student_83633,4.10
83634,Student_83634,3.74
83635,Student_83635,0.18
83636,Student_83636,8.24
83637,Student_83637,3.55
83638,Student_83638,2.05
83639,Student_83639,2.54
83640,Student_83640,8.23
83641,Student_83641,7.34
83642,Student_83642,3.57
83643,Student_83643,1.25
83644,Student_83644,0.48
83645,Student_83645,2.49
83646,Student_83646,0.04
83647,Student_83647,4.31
83648,Student_83648,5.26
83649,Student_83649,3.94
83650,Student_83650,5.46
83651,Student_83651,1.06
83652,Student_83652,4.83
83653,Student_83653,6.19
83654,Student_83654,5.91
83655,Student_83655,3.98
83656,Student_83656,8.57
83657,Student_83657,8.01
83658,Student_83658,6.41
83659,Student_83659,8.58
83660,Student_83660,4.16
83661,Student_83661,5.84
83662,Student_83662,7.22
83663,Student_83663,9.90
83664,Student_83664,7.32
83665,Student_83665,2.50
83666,Student_83666,7.58
83667,Student_83667,7.68
83668,Student_83668,7.90
83669,Student_83669,1.72
83670,Student_83670,3.89
83671,Student_83671,1.38
83672,Student_83672,5.06
83673,Student_83673,0.50
83674,Student_83674,5.62
83675,Student_83675,0.07
83676,Student_83676,3.83
83677,Student_83677,8.91
83678,Student_83678,5.65
83679,Student_83679,1.32
83680,Student_83680,8.00
83681,Student_83681,9.11
83682,Student_83682,2.87
83683,Student_83683,0.88
83684,Student_83684,4.99
83685,Student_83685,7.72
83686,Student_83686,5.32
83687,Student_83687,4.00
83688,Student_83688,9.08
83689,Student_83689,9.23
83690,Student_83690,8.84
83691,Student_83691,6.37
83692,Student_83692,4.48
83693,Student_83693,7.50
83694,Student_83694,1.53
83695,Student_83695,2.18
83696,Student_83696,5.00
83697,Student_83697,9.91
83698,Student_83698,3.93
83699,Student_83699,0.27
83700,Student_83700,6.01
83701,Student_83701,7.98
83702,Student_83702,0.23
83703,Student_83703,1.49
83704,Student_83704,7.07
83705,Student_83705,3.84
83706,Student_83706,0.47
83707,Student_83707,8.15
83708,Student_83708,2.25
83709,Student_83709,5.36
83710,Student_83710,0.76
83711,Student_83711,4.31
83712,Student_83712,3.89
83713,Student_83713,1.32
83714,Student_83714,7.91
83715,Student_83715,7.39
83716,Student_83716,6.23
83717,Student_83717,1.38
83718,Student_83718,0.28
83719,Student_83719,9.60
83720,Student_83720,5.42
83721,Student_83721,3.61
83722,Student_83722,6.37
83723,Student_83723,3.42
83724,Student_83724,3.03
83725,Student_83725,2.22
83726,Student_83726,0.69
83727,Student_83727,0.21
83728,Student_83728,3.46
83729,Student_83729,3.27
83730,Student_83730,7.36
83731,Student_83731,1.82
83732,Student_83732,0.62
83733,Student_83733,0.92
83734,Student_83734,3.09
83735,Student_83735,4.05
83736,Student_83736,3.28
83737,Student_83737,7.70
83738,Student_83738,1.16
83739,Student_83739,9.78
83740,Student_83740,8.93
83741,Student_83741,0.99
83742,Student_83742,8.00
83743,Student_83743,0.92
83744,Student_83744,4.53
83745,Student_83745,5.03
83746,Student_83746,8.14
83747,Student_83747,9.62
83748,Student_83748,5.48
83749,Student_83749,1.51
83750,Student_83750,3.93
83751,Student_83751,2.69
83752,Student_83752,7.51
83753,Student_83753,5.36
83754,Student_83754,5.00
83755,Student_83755,2.00
83756,Student_83756,4.83
83757,Student_83757,3.76
83758,Student_83758,3.17
83759,Student_83759,0.44
83760,Student_83760,2.63
83761,Student_83761,8.95
83762,Student_83762,7.66
83763,Student_83763,5.93
83764,Student_83764,6.10
83765,Student_83765,7.28
83766,Student_83766,1.02
83767,Student_83767,8.28
83768,Student_83768,6.40
83769,Student_83769,2.67
83770,Student_83770,9.73
83771,Student_83771,8.36
83772,Student_83772,9.92
83773,Student_83773,8.96
83774,Student_83774,4.05
83775,Student_83775,0.75
83776,Student_83776,7.71
83777,Student_83777,9.94
83778,Student_83778,9.22
83779,Student_83779,6.38
83780,Student_83780,1.55
83781,Student_83781,2.19
83782,Student_83782,3.69
83783,Student_83783,7.11
83784,Student_83784,1.60
83785,Student_83785,4.92
83786,Student_83786,6.14
83787,Student_83787,1.20
83788,Student_83788,1.66
83789,Student_83789,4.29
83790,Student_83790,3.78
83791,Student_83791,3.44
83792,Student_83792,6.17
83793,Student_83793,1.17
83794,Student_83794,0.99
83795,Student_83795,3.92
83796,Student_83796,0.30
83797,Student_83797,9.65
83798,Student_83798,4.53
83799,Student_83799,0.96
83800,Student_83800,9.92
83801,Student_83801,6.26
83802,Student_83802,7.12
83803,Student_83803,9.99
83804,Student_83804,2.05
83805,Student_83805,2.69
83806,Student_83806,0.80
83807,Student_83807,6.90
83808,Student_83808,3.45
83809,Student_83809,8.69
83810,Student_83810,0.09
83811,Student_83811,0.73
83812,Student_83812,2.70
83813,Student_83813,9.74
83814,Student_83814,9.72
83815,Student_83815,2.37
83816,Student_83816,9.23
83817,Student_83817,0.65
83818,Student_83818,3.71
83819,Student_83819,7.56
83820,Student_83820,8.47
83821,Student_83821,1.06
83822,Student_83822,1.03
83823,Student_83823,0.37
83824,Student_83824,7.55
83825,Student_83825,0.38
83826,Student_83826,5.44
83827,Student_83827,7.03
83828,Student_83828,8.97
83829,Student_83829,5.01
83830,Student_83830,3.85
83831,Student_83831,5.80
83832,Student_83832,5.34
83833,Student_83833,0.83
83834,Student_83834,3.61
83835,Student_83835,2.48
83836,Student_83836,4.17
83837,Student_83837,4.01
83838,Student_83838,5.10
83839,Student_83839,8.48
83840,Student_83840,6.47
83841,Student_83841,7.17
83842,Student_83842,4.99
83843,Student_83843,1.10
83844,Student_83844,3.93
83845,Student_83845,8.34
83846,Student_83846,8.24
83847,Student_83847,9.75
83848,Student_83848,8.98
83849,Student_83849,4.27
83850,Student_83850,4.21
83851,Student_83851,3.62
83852,Student_83852,5.63
83853,Student_83853,7.29
83854,Student_83854,5.59
83855,Student_83855,2.81
83856,Student_83856,5.17
83857,Student_83857,6.69
83858,Student_83858,5.70
83859,Student_83859,7.69
83860,Student_83860,2.04
83861,Student_83861,8.79
83862,Student_83862,4.11
83863,Student_83863,7.35
83864,Student_83864,4.70
83865,Student_83865,7.84
83866,Student_83866,4.79
83867,Student_83867,4.62
83868,Student_83868,6.71
83869,Student_83869,8.20
83870,Student_83870,2.19
83871,Student_83871,9.04
83872,Student_83872,0.05
83873,Student_83873,2.39
83874,Student_83874,7.17
83875,Student_83875,3.93
83876,Student_83876,8.75
83877,Student_83877,3.92
83878,Student_83878,4.74
83879,Student_83879,5.47
83880,Student_83880,5.95
83881,Student_83881,5.17
83882,Student_83882,4.81
83883,Student_83883,9.30
83884,Student_83884,2.07
83885,Student_83885,2.61
83886,Student_83886,4.85
83887,Student_83887,1.09
83888,Student_83888,1.32
83889,Student_83889,3.37
83890,Student_83890,2.08
83891,Student_83891,4.89
83892,Student_83892,7.13
83893,Student_83893,9.66
83894,Student_83894,2.82
83895,Student_83895,4.83
83896,Student_83896,3.14
83897,Student_83897,3.40
83898,Student_83898,8.04
83899,Student_83899,0.91
83900,Student_83900,4.55
83901,Student_83901,0.98
83902,Student_83902,7.69
83903,Student_83903,6.05
83904,Student_83904,6.47
83905,Student_83905,2.83
83906,Student_83906,9.43
83907,Student_83907,3.04
83908,Student_83908,0.52
83909,Student_83909,1.05
83910,Student_83910,2.12
83911,Student_83911,6.24
83912,Student_83912,3.83
83913,Student_83913,8.40
83914,Student_83914,4.44
83915,Student_83915,1.10
83916,Student_83916,4.14
83917,Student_83917,7.87
83918,Student_83918,8.72
83919,Student_83919,6.10
83920,Student_83920,0.18
83921,Student_83921,5.40
83922,Student_83922,8.78
83923,Student_83923,8.65
83924,Student_83924,5.09
83925,Student_83925,9.97
83926,Student_83926,4.85
83927,Student_83927,0.49
83928,Student_83928,6.85
83929,Student_83929,0.03
83930,Student_83930,4.49
83931,Student_83931,6.57
83932,Student_83932,8.19
83933,Student_83933,2.41
83934,Student_83934,3.33
83935,Student_83935,6.32
83936,Student_83936,8.77
83937,Student_83937,6.37
83938,Student_83938,6.36
83939,Student_83939,0.48
83940,Student_83940,8.40
83941,Student_83941,8.19
83942,Student_83942,8.64
83943,Student_83943,1.87
83944,Student_83944,4.74
83945,Student_83945,1.53
83946,Student_83946,2.91
83947,Student_83947,4.21
83948,Student_83948,5.39
83949,Student_83949,9.31
83950,Student_83950,1.43
83951,Student_83951,9.58
83952,Student_83952,9.69
83953,Student_83953,7.97
83954,Student_83954,6.38
83955,Student_83955,8.61
83956,Student_83956,2.51
83957,Student_83957,6.88
83958,Student_83958,9.67
83959,Student_83959,7.90
83960,Student_83960,1.03
83961,Student_83961,9.78
83962,Student_83962,1.49
83963,Student_83963,7.90
83964,Student_83964,8.33
83965,Student_83965,2.67
83966,Student_83966,1.21
83967,Student_83967,2.39
83968,Student_83968,8.99
83969,Student_83969,0.74
83970,Student_83970,3.33
83971,Student_83971,4.03
83972,Student_83972,2.85
83973,Student_83973,5.92
83974,Student_83974,0.79
83975,Student_83975,0.31
83976,Student_83976,1.79
83977,Student_83977,5.28
83978,Student_83978,2.99
83979,Student_83979,2.44
83980,Student_83980,2.08
83981,Student_83981,7.29
83982,Student_83982,4.53
83983,Student_83983,7.91
83984,Student_83984,2.42
83985,Student_83985,0.15
83986,Student_83986,3.61
83987,Student_83987,1.66
83988,Student_83988,6.46
83989,Student_83989,9.08
83990,Student_83990,6.10
83991,Student_83991,4.80
83992,Student_83992,3.19
83993,Student_83993,3.68
83994,Student_83994,0.65
83995,Student_83995,3.07
83996,Student_83996,8.63
83997,Student_83997,4.79
83998,Student_83998,1.75
83999,Student_83999,4.94
84000,Student_84000,7.92
84001,Student_84001,1.53
84002,Student_84002,7.30
84003,Student_84003,6.35
84004,Student_84004,5.71
84005,Student_84005,3.47
84006,Student_84006,6.05
84007,Student_84007,9.68
84008,Student_84008,9.23
84009,Student_84009,2.89
84010,Student_84010,0.56
84011,Student_84011,0.98
84012,Student_84012,9.56
84013,Student_84013,4.22
84014,Student_84014,6.07
84015,Student_84015,4.30
84016,Student_84016,0.36
84017,Student_84017,8.47
84018,Student_84018,3.40
84019,Student_84019,3.78
84020,Student_84020,6.18
84021,Student_84021,4.28
84022,Student_84022,9.32
84023,Student_84023,5.76
84024,Student_84024,6.55
84025,Student_84025,2.32
84026,Student_84026,6.26
84027,Student_84027,8.14
84028,Student_84028,1.91
84029,Student_84029,9.29
84030,Student_84030,0.26
84031,Student_84031,6.10
84032,Student_84032,1.17
84033,Student_84033,2.70
84034,Student_84034,4.34
84035,Student_84035,0.62
84036,Student_84036,9.82
84037,Student_84037,8.33
84038,Student_84038,0.55
84039,Student_84039,2.76
84040,Student_84040,5.40
84041,Student_84041,3.38
84042,Student_84042,7.72
84043,Student_84043,7.04
84044,Student_84044,4.48
84045,Student_84045,7.14
84046,Student_84046,0.79
84047,Student_84047,4.56
84048,Student_84048,8.65
84049,Student_84049,5.64
84050,Student_84050,8.12
84051,Student_84051,0.87
84052,Student_84052,6.93
84053,Student_84053,2.28
84054,Student_84054,5.35
84055,Student_84055,9.56
84056,Student_84056,8.70
84057,Student_84057,2.91
84058,Student_84058,9.36
84059,Student_84059,3.53
84060,Student_84060,4.64
84061,Student_84061,5.71
84062,Student_84062,7.15
84063,Student_84063,8.81
84064,Student_84064,6.82
84065,Student_84065,4.68
84066,Student_84066,8.88
84067,Student_84067,7.88
84068,Student_84068,3.27
84069,Student_84069,4.10
84070,Student_84070,6.52
84071,Student_84071,8.52
84072,Student_84072,3.32
84073,Student_84073,3.51
84074,Student_84074,3.94
84075,Student_84075,3.38
84076,Student_84076,7.79
84077,Student_84077,9.52
84078,Student_84078,6.57
84079,Student_84079,1.27
84080,Student_84080,3.30
84081,Student_84081,9.26
84082,Student_84082,9.18
84083,Student_84083,3.77
84084,Student_84084,0.78
84085,Student_84085,8.72
84086,Student_84086,7.87
84087,Student_84087,6.25
84088,Student_84088,0.41
84089,Student_84089,7.50
84090,Student_84090,2.23
84091,Student_84091,5.82
84092,Student_84092,4.68
84093,Student_84093,6.07
84094,Student_84094,6.75
84095,Student_84095,7.13
84096,Student_84096,9.41
84097,Student_84097,4.96
84098,Student_84098,9.85
84099,Student_84099,0.93
84100,Student_84100,3.13
84101,Student_84101,1.39
84102,Student_84102,4.75
84103,Student_84103,5.99
84104,Student_84104,4.00
84105,Student_84105,3.54
84106,Student_84106,0.17
84107,Student_84107,9.59
84108,Student_84108,3.57
84109,Student_84109,7.58
84110,Student_84110,1.91
84111,Student_84111,1.45
84112,Student_84112,7.74
84113,Student_84113,5.57
84114,Student_84114,5.78
84115,Student_84115,2.29
84116,Student_84116,9.65
84117,Student_84117,4.55
84118,Student_84118,2.46
84119,Student_84119,9.03
84120,Student_84120,9.66
84121,Student_84121,7.52
84122,Student_84122,8.40
84123,Student_84123,9.84
84124,Student_84124,7.47
84125,Student_84125,5.26
84126,Student_84126,9.76
84127,Student_84127,2.50
84128,Student_84128,5.44
84129,Student_84129,6.28
84130,Student_84130,8.36
84131,Student_84131,9.86
84132,Student_84132,3.87
84133,Student_84133,7.01
84134,Student_84134,6.84
84135,Student_84135,5.32
84136,Student_84136,7.43
84137,Student_84137,1.84
84138,Student_84138,1.02
84139,Student_84139,6.31
84140,Student_84140,8.67
84141,Student_84141,5.98
84142,Student_84142,9.63
84143,Student_84143,2.71
84144,Student_84144,3.50
84145,Student_84145,3.24
84146,Student_84146,7.99
84147,Student_84147,3.46
84148,Student_84148,5.24
84149,Student_84149,6.06
84150,Student_84150,3.15
84151,Student_84151,5.74
84152,Student_84152,5.84
84153,Student_84153,9.65
84154,Student_84154,3.21
84155,Student_84155,6.21
84156,Student_84156,5.40
84157,Student_84157,3.32
84158,Student_84158,4.42
84159,Student_84159,1.02
84160,Student_84160,5.30
84161,Student_84161,7.26
84162,Student_84162,2.38
84163,Student_84163,4.10
84164,Student_84164,5.21
84165,Student_84165,6.26
84166,Student_84166,2.39
84167,Student_84167,1.05
84168,Student_84168,6.25
84169,Student_84169,3.21
84170,Student_84170,9.90
84171,Student_84171,7.26
84172,Student_84172,8.21
84173,Student_84173,7.98
84174,Student_84174,1.65
84175,Student_84175,2.88
84176,Student_84176,9.65
84177,Student_84177,2.22
84178,Student_84178,9.09
84179,Student_84179,8.76
84180,Student_84180,1.19
84181,Student_84181,0.70
84182,Student_84182,6.44
84183,Student_84183,5.17
84184,Student_84184,9.20
84185,Student_84185,7.91
84186,Student_84186,9.82
84187,Student_84187,9.17
84188,Student_84188,5.62
84189,Student_84189,4.63
84190,Student_84190,1.16
84191,Student_84191,6.70
84192,Student_84192,6.60
84193,Student_84193,0.70
84194,Student_84194,2.98
